"Isolate","Stx_type","virulencefinder_stx_complete","contig_stx_blast_assembly","fragmentation_status","Tool","complete_genomes","stx_value","stx_profile"
"DRR381745","stx_B",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"DRR381745","stx_A",1,1,"Complete stx","ggCaller",50,3,"stx2a"
"DRR381745","stx_B",1,1,"Complete stx","ggCaller",50,1,"stx2a"
"DRR381745","stx_A",1,1,"Complete stx","ggCaller",90,3,"stx2a"
"DRR381745","stx_B",1,1,"Complete stx","ggCaller",90,1,"stx2a"
"DRR381745","stx_A",1,1,"Complete stx","ggCaller",100,3,"stx2a"
"DRR381745","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","PPanGGOLiN",10,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","PPanGGOLiN",10,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","PPanGGOLiN",90,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","PPanGGOLiN",90,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Panaroo",0,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Panaroo",0,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Panaroo",10,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Panaroo",10,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Panaroo",50,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Panaroo",50,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Panaroo",90,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Panaroo",90,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Panaroo",100,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Panaroo",100,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Roary",0,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Roary",0,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Roary",10,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Roary",10,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Roary",50,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Roary",50,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Roary",90,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Roary",90,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","Roary",100,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","Roary",100,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","ggCaller",0,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","ggCaller",0,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","ggCaller",50,3,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","ggCaller",50,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","ggCaller",90,3,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","ggCaller",90,1,"stx2a"
"DRR381749","stx_A",1,1,"Complete stx","ggCaller",100,3,"stx2a"
"DRR381749","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","PPanGGOLiN",10,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","PPanGGOLiN",10,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","PPanGGOLiN",90,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","PPanGGOLiN",90,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Panaroo",10,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Panaroo",10,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Panaroo",90,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Panaroo",90,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Roary",0,1,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Roary",0,1,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Roary",10,1,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Roary",10,1,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Roary",50,1,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Roary",50,1,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Roary",90,1,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Roary",90,1,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","Roary",100,1,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","Roary",100,1,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","ggCaller",0,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","ggCaller",0,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","ggCaller",10,2,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","ggCaller",10,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","ggCaller",50,4,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","ggCaller",50,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","ggCaller",90,4,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","ggCaller",90,2,"stx1a; stx2a"
"SRR10119255","stx_A",2,2,"Complete stx","ggCaller",100,4,"stx1a; stx2a"
"SRR10119255","stx_B",2,2,"Complete stx","ggCaller",100,2,"stx1a; stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","PPanGGOLiN",10,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","PPanGGOLiN",10,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","PPanGGOLiN",90,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","PPanGGOLiN",90,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Panaroo",0,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Panaroo",0,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Panaroo",10,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Panaroo",10,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Panaroo",50,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Panaroo",50,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Panaroo",90,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Panaroo",90,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Panaroo",100,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Panaroo",100,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Roary",0,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Roary",0,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Roary",10,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Roary",10,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Roary",50,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Roary",50,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Roary",90,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Roary",90,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","Roary",100,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","Roary",100,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","ggCaller",0,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","ggCaller",0,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","ggCaller",50,3,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","ggCaller",50,2,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","ggCaller",90,3,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","ggCaller",90,1,"stx2a"
"SRR10119414","stx_A",1,1,"Complete stx","ggCaller",100,3,"stx2a"
"SRR10119414","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx2a"
"SRR10337442","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","PPanGGOLiN",10,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","PPanGGOLiN",10,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","PPanGGOLiN",90,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","PPanGGOLiN",90,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Panaroo",0,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Panaroo",0,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Panaroo",10,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Panaroo",10,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Panaroo",50,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Panaroo",50,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Panaroo",90,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Panaroo",90,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Panaroo",100,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Panaroo",100,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Roary",0,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Roary",0,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Roary",10,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Roary",10,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Roary",50,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Roary",50,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Roary",90,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Roary",90,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","Roary",100,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","Roary",100,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","ggCaller",0,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","ggCaller",0,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","ggCaller",10,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","ggCaller",10,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","ggCaller",50,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","ggCaller",50,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","ggCaller",90,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","ggCaller",90,1,"stx1a"
"SRR10337442","stx_A",1,1,"Complete stx","ggCaller",100,1,"stx1a"
"SRR10337442","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx1a"
"SRR10506462","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","PPanGGOLiN",10,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","PPanGGOLiN",10,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","PPanGGOLiN",90,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","PPanGGOLiN",90,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Panaroo",0,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Panaroo",0,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Panaroo",10,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Panaroo",10,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Panaroo",50,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Panaroo",50,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Panaroo",90,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Panaroo",90,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Panaroo",100,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Panaroo",100,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Roary",0,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Roary",0,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Roary",10,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Roary",10,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Roary",50,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Roary",50,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Roary",90,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Roary",90,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","Roary",100,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","Roary",100,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","ggCaller",0,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","ggCaller",0,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","ggCaller",10,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","ggCaller",50,3,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","ggCaller",50,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","ggCaller",90,3,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","ggCaller",90,1,"stx2a"
"SRR10506462","stx_A",1,1,"Complete stx","ggCaller",100,3,"stx2a"
"SRR10506462","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx2a"
"SRR10520171","stx_A",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","BAKTA",0,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","BAKTA",100,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","PPanGGOLiN",0,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","PPanGGOLiN",10,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","PPanGGOLiN",10,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","PPanGGOLiN",50,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","PPanGGOLiN",90,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","PPanGGOLiN",90,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","PPanGGOLiN",100,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Panaroo",0,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Panaroo",10,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Panaroo",10,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Panaroo",50,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Panaroo",90,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Panaroo",90,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Panaroo",100,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Roary",0,1,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Roary",0,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Roary",10,1,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Roary",10,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Roary",50,1,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Roary",50,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Roary",90,1,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Roary",90,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","Roary",100,1,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","Roary",100,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","ggCaller",0,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","ggCaller",0,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","ggCaller",10,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","ggCaller",10,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","ggCaller",50,2,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","ggCaller",50,1,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","ggCaller",90,4,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","ggCaller",90,2,"stx1a; stx2c"
"SRR10520171","stx_A",2,2,"Complete stx","ggCaller",100,4,"stx1a; stx2c"
"SRR10520171","stx_B",2,3,"Fragmented stx","ggCaller",100,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","PPanGGOLiN",10,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","PPanGGOLiN",10,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","PPanGGOLiN",90,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","PPanGGOLiN",90,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Panaroo",10,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Panaroo",10,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Panaroo",90,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Panaroo",90,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Roary",0,1,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Roary",0,1,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Roary",10,1,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Roary",10,1,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Roary",50,1,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Roary",50,1,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Roary",90,1,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Roary",90,1,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","Roary",100,1,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","Roary",100,1,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","ggCaller",0,3,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","ggCaller",0,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","ggCaller",10,3,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","ggCaller",10,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","ggCaller",50,4,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","ggCaller",50,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","ggCaller",90,4,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","ggCaller",90,2,"stx1a; stx2c"
"SRR13160357","stx_A",2,2,"Complete stx","ggCaller",100,4,"stx1a; stx2c"
"SRR13160357","stx_B",2,2,"Complete stx","ggCaller",100,2,"stx1a; stx2c"
"SRR13160359","stx_A",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2a"
"SRR13160359","stx_B",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2a"
"SRR13160359","stx_A",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2a"
"SRR13160359","stx_B",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2a"
